11.1.1.0
#HEADER
ET_UserInputEvents
ET_UserInputEvents



#METADATA
FieldName,Timestamp,InputEventSource,Data,StimType
DataType,Double,String,String,String
Unit,millisecond,,,Stimulus type
Description,iMotions timestamp,Input source i.e. Mouse or API,Serialized data,Type of stimulus
Category,Timestamp,InputEvent,Data,Slide
#DATA
RowNumber,Timestamp,InputEventSource,Data,StimType
344,26741.296900000001,Mouse,Id:M;X:610;Y:680,TestImage
345,26765.0573,Mouse,Id:M;X:623;Y:711,TestImage
346,26788.865600000001,Mouse,Id:M;X:640;Y:739,TestImage
347,26813.169000000002,Mouse,Id:M;X:648;Y:751,TestImage
348,26837.004099999998,Mouse,Id:M;X:651;Y:753,TestImage
349,26877.180499999999,Mouse,Id:M;X:652;Y:754,TestImage
350,26900.988499999999,Mouse,Id:M;X:655;Y:755,TestImage
351,26980.8446,Mouse,Id:M;X:657;Y:755,TestImage
352,27005.1479,Mouse,Id:M;X:659;Y:753,TestImage
353,27036.892599999999,Mouse,Id:M;X:663;Y:751,TestImage
354,27061.195800000001,Mouse,Id:M;X:664;Y:751,TestImage
355,27149.055199999999,Mouse,Id:M;X:664;Y:750;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
356,27237.343199999999,Mouse,Id:M;X:664;Y:750;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
357,27437.011399999999,Mouse,Id:M;X:665;Y:750,TestImage
358,27460.819800000001,Mouse,Id:M;X:661;Y:743,TestImage
359,27605.260399999999,Mouse,Id:M;X:657;Y:736;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
360,27613.2251,Mouse,Id:M;X:657;Y:735,TestImage
361,27621.630399999998,Mouse,Id:M;X:657;Y:734;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
362,27644.942299999999,Mouse,Id:M;X:657;Y:734,TestImage
363,27645.4365,Mouse,Id:M;X:657;Y:734;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
364,27652.876799999998,Mouse,Id:M;X:657;Y:733,TestImage
365,27661.3102,Mouse,Id:M;X:657;Y:732;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
366,27669.254199999999,Mouse,Id:M;X:657;Y:732,TestImage
367,27701.980899999999,Mouse,Id:M;X:657;Y:731;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
368,27708.948799999998,Mouse,Id:M;X:657;Y:730,TestImage
369,27917.347000000002,Mouse,Id:M;X:659;Y:732,TestImage
370,27941.178800000002,Mouse,Id:M;X:665;Y:743,TestImage
371,27965.0252,Mouse,Id:M;X:670;Y:750,TestImage
372,27988.8328,Mouse,Id:M;X:674;Y:756,TestImage
373,28013.136900000001,Mouse,Id:M;X:682;Y:759,TestImage
374,28037.1139,Mouse,Id:M;X:698;Y:761,TestImage
375,28061.035599999999,Mouse,Id:M;X:719;Y:761,TestImage
376,28085.2268,Mouse,Id:M;X:740;Y:761,TestImage
377,28109.061900000001,Mouse,Id:M;X:764;Y:761,TestImage
378,28132.865300000001,Mouse,Id:M;X:782;Y:762,TestImage
379,28157.174999999999,Mouse,Id:M;X:803;Y:768,TestImage
380,28180.984499999999,Mouse,Id:M;X:824;Y:780,TestImage
381,28205.290300000001,Mouse,Id:M;X:852;Y:794,TestImage
382,28229.099600000001,Mouse,Id:M;X:882;Y:807,TestImage
383,28252.915700000001,Mouse,Id:M;X:904;Y:817,TestImage
384,28277.215400000001,Mouse,Id:M;X:910;Y:818,TestImage
385,28301.049999999999,Mouse,Id:M;X:914;Y:817,TestImage
386,28325.327300000001,Mouse,Id:M;X:916;Y:812,TestImage
387,28349.135999999999,Mouse,Id:M;X:916;Y:807,TestImage
388,28372.972000000002,Mouse,Id:M;X:916;Y:801,TestImage
389,28397.247599999999,Mouse,Id:M;X:916;Y:794,TestImage
390,28421.153999999999,Mouse,Id:M;X:913;Y:785,TestImage
391,28444.960999999999,Mouse,Id:M;X:913;Y:782,TestImage
392,28472.241600000001,Mouse,Id:M;X:913;Y:780,TestImage
393,28501.009900000001,Mouse,Id:M;X:913;Y:779,TestImage
394,28629.093099999998,Mouse,Id:M;X:913;Y:778;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
395,28725.064399999999,Mouse,Id:M;X:913;Y:778;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
396,28893.202600000001,Mouse,Id:M;X:913;Y:778,TestImage
397,28917.0111,Mouse,Id:M;X:909;Y:782,TestImage
398,28941.315500000001,Mouse,Id:M;X:897;Y:785,TestImage
399,28965.122500000001,Mouse,Id:M;X:883;Y:790,TestImage
400,28988.930899999999,Mouse,Id:M;X:875;Y:792,TestImage
401,29013.235000000001,Mouse,Id:M;X:871;Y:793,TestImage
402,29037.042399999998,Mouse,Id:M;X:869;Y:793,TestImage
403,29069.2827,Mouse,Id:M;X:866;Y:795,TestImage
404,29093.091199999999,Mouse,Id:M;X:865;Y:796,TestImage
405,29116.8992,Mouse,Id:M;X:860;Y:799,TestImage
406,29141.202700000002,Mouse,Id:M;X:856;Y:801,TestImage
407,29165.0507,Mouse,Id:M;X:855;Y:802,TestImage
408,29252.9257,Mouse,Id:M;X:853;Y:803,TestImage
409,29277.228299999999,Mouse,Id:M;X:848;Y:789,TestImage
410,29301.036899999999,Mouse,Id:M;X:836;Y:763,TestImage
411,29324.846799999999,Mouse,Id:M;X:830;Y:739,TestImage
412,29349.1495,Mouse,Id:M;X:827;Y:709,TestImage
413,29372.9571,Mouse,Id:M;X:823;Y:680,TestImage
414,29396.764999999999,Mouse,Id:M;X:818;Y:651,TestImage
415,29421.069599999999,Mouse,Id:M;X:814;Y:627,TestImage
416,29445.028699999999,Mouse,Id:M;X:812;Y:612,TestImage
417,29468.836500000001,Mouse,Id:M;X:811;Y:605,TestImage
418,29493.140299999999,Mouse,Id:M;X:811;Y:597,TestImage
419,29516.948899999999,Mouse,Id:M;X:811;Y:589,TestImage
420,29541.748599999999,Mouse,Id:M;X:811;Y:588,TestImage
421,29613.194100000001,Mouse,Id:M;X:811;Y:588,TestImage
422,29646.4545,Mouse,Id:M;X:812;Y:586,TestImage
423,29669.242200000001,Mouse,Id:M;X:813;Y:583,TestImage
424,29693.051100000001,Mouse,Id:M;X:813;Y:581,TestImage
425,29716.859199999999,Mouse,Id:M;X:814;Y:579,TestImage
426,29741.163799999998,Mouse,Id:M;X:815;Y:577,TestImage
427,29764.9719,Mouse,Id:M;X:816;Y:575,TestImage
428,29789.275099999999,Mouse,Id:M;X:818;Y:571,TestImage
429,29813.1777,Mouse,Id:M;X:819;Y:569,TestImage
430,29836.985700000001,Mouse,Id:M;X:820;Y:567,TestImage
431,30005.290300000001,Mouse,Id:M;X:820;Y:567;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
432,30084.898399999998,Mouse,Id:M;X:820;Y:567;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
433,30125.048299999999,Mouse,Id:M;X:820;Y:567,TestImage
434,30149.352200000001,Mouse,Id:M;X:840;Y:560,TestImage
435,30173.188300000002,Mouse,Id:M;X:877;Y:551,TestImage
436,30196.9696,Mouse,Id:M;X:949;Y:533,TestImage
437,30221.272000000001,Mouse,Id:M;X:1013;Y:513,TestImage
438,30245.081699999999,Mouse,Id:M;X:1050;Y:499,TestImage
439,30268.889899999998,Mouse,Id:M;X:1069;Y:486,TestImage
440,30293.2114,Mouse,Id:M;X:1077;Y:478,TestImage
441,30317.023000000001,Mouse,Id:M;X:1082;Y:473,TestImage
442,30340.886699999999,Mouse,Id:M;X:1089;Y:466,TestImage
443,30365.171300000002,Mouse,Id:M;X:1098;Y:460,TestImage
444,30388.980800000001,Mouse,Id:M;X:1105;Y:454,TestImage
445,30413.285,Mouse,Id:M;X:1109;Y:450,TestImage
446,30437.091899999999,Mouse,Id:M;X:1109;Y:446,TestImage
447,30469.3318,Mouse,Id:M;X:1111;Y:443,TestImage
448,30517.115099999999,Mouse,Id:M;X:1111;Y:443;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
449,30588.907800000001,Mouse,Id:M;X:1111;Y:443;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
450,30708.939600000002,Mouse,Id:M;X:1111;Y:443,TestImage
451,30733.27,Mouse,Id:M;X:1111;Y:448,TestImage
452,30757.110799999999,Mouse,Id:M;X:1110;Y:452,TestImage
453,30780.890899999999,Mouse,Id:M;X:1109;Y:456,TestImage
454,30805.284299999999,Mouse,Id:M;X:1107;Y:461,TestImage
455,30829.002700000001,Mouse,Id:M;X:1106;Y:464,TestImage
456,30853.306700000001,Mouse,Id:M;X:1105;Y:474,TestImage
457,30877.114600000001,Mouse,Id:M;X:1102;Y:483,TestImage
458,30900.923200000001,Mouse,Id:M;X:1098;Y:499,TestImage
459,30925.227299999999,Mouse,Id:M;X:1090;Y:519,TestImage
460,30949.036100000001,Mouse,Id:M;X:1089;Y:547,TestImage
461,30972.866399999999,Mouse,Id:M;X:1089;Y:575,TestImage
462,30997.146799999999,Mouse,Id:M;X:1089;Y:593,TestImage
463,31020.955000000002,Mouse,Id:M;X:1089;Y:597,TestImage
464,31061.151999999998,Mouse,Id:M;X:1088;Y:598,TestImage
465,31156.804,Mouse,Id:M;X:1088;Y:598,TestImage
466,31181.1077,Mouse,Id:M;X:1089;Y:593,TestImage
467,31204.916300000001,Mouse,Id:M;X:1091;Y:586,TestImage
468,31229.220700000002,Mouse,Id:M;X:1091;Y:583,TestImage
469,31421.188200000001,Mouse,Id:M;X:1091;Y:582;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
470,31437.090100000001,Mouse,Id:M;X:1091;Y:582,TestImage
471,31460.868399999999,Mouse,Id:M;X:1090;Y:582,TestImage
472,31493.108400000001,Mouse,Id:M;X:1089;Y:581,TestImage
473,31493.604599999999,Mouse,Id:M;X:1089;Y:581;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
474,31501.045300000002,Mouse,Id:M;X:1089;Y:581,TestImage
475,31549.179199999999,Mouse,Id:M;X:1089;Y:579,TestImage
476,31572.960800000001,Mouse,Id:M;X:1089;Y:573,TestImage
477,31597.264800000001,Mouse,Id:M;X:1090;Y:566,TestImage
478,31621.072899999999,Mouse,Id:M;X:1090;Y:555,TestImage
479,31644.881000000001,Mouse,Id:M;X:1091;Y:538,TestImage
480,31669.184499999999,Mouse,Id:M;X:1092;Y:526,TestImage
481,31692.993399999999,Mouse,Id:M;X:1093;Y:519,TestImage
482,31717.297200000001,Mouse,Id:M;X:1093;Y:516,TestImage
483,31741.105200000002,Mouse,Id:M;X:1093;Y:515,TestImage
484,31820.9627,Mouse,Id:M;X:1093;Y:515;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
485,31892.913,Mouse,Id:M;X:1093;Y:515;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
486,32052.924200000001,Mouse,Id:M;X:1093;Y:515,TestImage
487,32077.241300000002,Mouse,Id:M;X:1091;Y:517,TestImage
488,32101.203600000001,Mouse,Id:M;X:1088;Y:521,TestImage
489,32125.223399999999,Mouse,Id:M;X:1086;Y:525,TestImage
490,32148.923599999998,Mouse,Id:M;X:1084;Y:531,TestImage
491,32173.224699999999,Mouse,Id:M;X:1080;Y:540,TestImage
492,32197.005300000001,Mouse,Id:M;X:1074;Y:553,TestImage
493,32221.3138,Mouse,Id:M;X:1067;Y:575,TestImage
494,32245.1214,Mouse,Id:M;X:1060;Y:596,TestImage
495,32268.929800000002,Mouse,Id:M;X:1054;Y:612,TestImage
496,32295.713400000001,Mouse,Id:M;X:1052;Y:627,TestImage
497,32317.041399999998,Mouse,Id:M;X:1052;Y:636,TestImage
498,32340.850900000001,Mouse,Id:M;X:1052;Y:641,TestImage
499,32365.1551,Mouse,Id:M;X:1053;Y:643,TestImage
500,32388.962599999999,Mouse,Id:M;X:1054;Y:646,TestImage
501,32421.202300000001,Mouse,Id:M;X:1055;Y:648,TestImage
502,32445.034,Mouse,Id:M;X:1055;Y:652,TestImage
503,32469.313699999999,Mouse,Id:M;X:1055;Y:656,TestImage
504,32493.121800000001,Mouse,Id:M;X:1053;Y:670,TestImage
505,32516.935000000001,Mouse,Id:M;X:1050;Y:701,TestImage
506,32541.238600000001,Mouse,Id:M;X:1049;Y:713,TestImage
507,32796.958599999998,Mouse,Id:M;X:1049;Y:715;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
508,32877.279300000002,Mouse,Id:M;X:1049;Y:715,TestImage
509,32877.279300000002,Mouse,Id:M;X:1049;Y:715;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
510,32885.214999999997,Mouse,Id:M;X:1047;Y:715,TestImage
511,32909.023200000003,Mouse,Id:M;X:1040;Y:706,TestImage
512,32933.3272,Mouse,Id:M;X:1031;Y:703,TestImage
513,32957.1348,Mouse,Id:M;X:1022;Y:700,TestImage
514,32980.943399999996,Mouse,Id:M;X:1005;Y:703,TestImage
515,33005.246700000003,Mouse,Id:M;X:975;Y:714,TestImage
516,33030.046600000001,Mouse,Id:M;X:932;Y:730,TestImage
517,33052.862800000003,Mouse,Id:M;X:904;Y:743,TestImage
518,33077.1826,Mouse,Id:M;X:895;Y:750,TestImage
519,33101.016900000002,Mouse,Id:M;X:887;Y:760,TestImage
520,33125.294500000004,Mouse,Id:M;X:881;Y:767,TestImage
521,33149.213900000002,Mouse,Id:M;X:869;Y:776,TestImage
522,33173.048199999997,Mouse,Id:M;X:853;Y:794,TestImage
523,33199.331899999997,Mouse,Id:M;X:828;Y:820,TestImage
524,33221.132299999997,Mouse,Id:M;X:797;Y:842,TestImage
525,33244.939899999998,Mouse,Id:M;X:771;Y:863,TestImage
526,33269.243999999999,Mouse,Id:M;X:750;Y:872,TestImage
527,33293.078399999999,Mouse,Id:M;X:737;Y:879,TestImage
528,33316.860000000001,Mouse,Id:M;X:727;Y:885,TestImage
529,33341.165399999998,Mouse,Id:M;X:717;Y:890,TestImage
530,33364.972399999999,Mouse,Id:M;X:710;Y:892,TestImage
531,33389.276700000002,Mouse,Id:M;X:705;Y:891,TestImage
532,33413.084199999998,Mouse,Id:M;X:699;Y:884,TestImage
533,33436.892599999999,Mouse,Id:M;X:693;Y:877,TestImage
534,33461.1967,Mouse,Id:M;X:692;Y:871,TestImage
535,33485.004300000001,Mouse,Id:M;X:692;Y:867,TestImage
536,33509.307999999997,Mouse,Id:M;X:691;Y:861,TestImage
537,33613.182500000003,Mouse,Id:M;X:691;Y:860;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
538,33676.955800000003,Mouse,Id:M;X:691;Y:860;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
539,33684.9251,Mouse,Id:M;X:691;Y:857,TestImage
540,33709.196100000001,Mouse,Id:M;X:690;Y:855,TestImage
541,33748.877899999999,Mouse,Id:M;X:690;Y:855,TestImage
542,33773.181900000003,Mouse,Id:M;X:690;Y:856,TestImage
543,33797.1636,Mouse,Id:M;X:691;Y:859,TestImage
544,33821.047899999998,Mouse,Id:M;X:691;Y:864,TestImage
545,33844.780899999998,Mouse,Id:M;X:693;Y:868,TestImage
546,33869.195500000002,Mouse,Id:M;X:695;Y:870,TestImage
547,33892.928899999999,Mouse,Id:M;X:705;Y:880,TestImage
548,33917.2359,Mouse,Id:M;X:726;Y:892,TestImage
549,33941.072399999997,Mouse,Id:M;X:754;Y:901,TestImage
550,33964.881200000003,Mouse,Id:M;X:779;Y:910,TestImage
551,33989.157500000001,Mouse,Id:M;X:809;Y:919,TestImage
552,34012.964999999997,Mouse,Id:M;X:836;Y:929,TestImage
553,34036.893499999998,Mouse,Id:M;X:856;Y:933,TestImage
554,34061.197800000002,Mouse,Id:M;X:868;Y:933,TestImage
555,34085.009400000003,Mouse,Id:M;X:874;Y:933,TestImage
556,34109.309300000001,Mouse,Id:M;X:880;Y:929,TestImage
557,34133.117400000003,Mouse,Id:M;X:886;Y:929,TestImage
558,34156.9522,Mouse,Id:M;X:888;Y:927,TestImage
559,34189.165800000002,Mouse,Id:M;X:891;Y:926,TestImage
560,34725.246200000001,Mouse,Id:M;X:891;Y:926;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
561,34741.094799999999,Mouse,Id:M;X:891;Y:926;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
562,34756.965900000003,Mouse,Id:M;X:891;Y:926;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
563,35333.043700000002,Mouse,Id:M;X:891;Y:917,TestImage
564,35356.851600000002,Mouse,Id:M;X:873;Y:854,TestImage
565,35381.155500000001,Mouse,Id:M;X:865;Y:826,TestImage
566,35404.964699999997,Mouse,Id:M;X:860;Y:810,TestImage
567,35428.7912,Mouse,Id:M;X:857;Y:798,TestImage
568,35453.099099999999,Mouse,Id:M;X:855;Y:793,TestImage
569,35477.400800000003,Mouse,Id:M;X:855;Y:791,TestImage
570,35860.869899999998,Mouse,Id:M;X:854;Y:790;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
571,35885.174500000001,Mouse,Id:M;X:854;Y:790;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
572,35909.0694,Mouse,Id:M;X:854;Y:790;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
573,35949.2454,Mouse,Id:M;X:854;Y:790;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
574,36773.333500000001,Mouse,Id:M;X:854;Y:789,TestImage
575,36797.166700000002,Mouse,Id:M;X:853;Y:802,TestImage
576,36820.949000000001,Mouse,Id:M;X:852;Y:816,TestImage
577,36847.258099999999,Mouse,Id:M;X:852;Y:826,TestImage
578,36869.095999999998,Mouse,Id:M;X:852;Y:839,TestImage
579,36892.893100000001,Mouse,Id:M;X:852;Y:853,TestImage
580,36917.200900000003,Mouse,Id:M;X:852;Y:860,TestImage
581,36940.982000000004,Mouse,Id:M;X:852;Y:866,TestImage
582,37117.114600000001,Mouse,Id:M;X:852;Y:866;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
583,37221.284200000002,Mouse,Id:M;X:852;Y:866;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
584,38277.415399999998,Mouse,Id:M;X:852;Y:863,TestImage
585,38301.3243,Mouse,Id:M;X:839;Y:813,TestImage
586,38325.112000000001,Mouse,Id:M;X:820;Y:742,TestImage
587,38348.962500000001,Mouse,Id:M;X:804;Y:683,TestImage
588,38373.738299999997,Mouse,Id:M;X:798;Y:646,TestImage
589,38397.0501,Mouse,Id:M;X:789;Y:613,TestImage
590,38420.858500000002,Mouse,Id:M;X:781;Y:591,TestImage
591,38445.163099999998,Mouse,Id:M;X:775;Y:576,TestImage
592,38468.986199999999,Mouse,Id:M;X:775;Y:571,TestImage
593,38493.290200000003,Mouse,Id:M;X:775;Y:570,TestImage
594,38532.970000000001,Mouse,Id:M;X:775;Y:568,TestImage
595,38557.068899999998,Mouse,Id:M;X:775;Y:566,TestImage
596,38583.850700000003,Mouse,Id:M;X:775;Y:564,TestImage
597,38605.209799999997,Mouse,Id:M;X:775;Y:560,TestImage
598,38628.987000000001,Mouse,Id:M;X:777;Y:556,TestImage
599,38653.294900000001,Mouse,Id:M;X:779;Y:548,TestImage
600,38677.100100000003,Mouse,Id:M;X:782;Y:542,TestImage
601,38700.931400000001,Mouse,Id:M;X:784;Y:537,TestImage
602,38725.211300000003,Mouse,Id:M;X:785;Y:531,TestImage
603,38749.055099999998,Mouse,Id:M;X:787;Y:527,TestImage
604,38773.342199999999,Mouse,Id:M;X:788;Y:523,TestImage
605,38797.130799999999,Mouse,Id:M;X:788;Y:521,TestImage
606,38828.874900000003,Mouse,Id:M;X:789;Y:519,TestImage
607,38853.179199999999,Mouse,Id:M;X:791;Y:516,TestImage
608,38876.987000000001,Mouse,Id:M;X:793;Y:515,TestImage
609,38901.787100000001,Mouse,Id:M;X:795;Y:512,TestImage
610,38925.272900000004,Mouse,Id:M;X:796;Y:511,TestImage
611,39157.2431,Mouse,Id:M;X:797;Y:510;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
612,39196.9493,Mouse,Id:M;X:798;Y:510,TestImage
613,39229.3079,Mouse,Id:M;X:798;Y:510;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
614,39325.035499999998,Mouse,Id:M;X:798;Y:510,TestImage
615,39348.843999999997,Mouse,Id:M;X:796;Y:522,TestImage
616,39373.147700000001,Mouse,Id:M;X:791;Y:540,TestImage
617,39396.9565,Mouse,Id:M;X:782;Y:567,TestImage
618,39421.260699999999,Mouse,Id:M;X:779;Y:590,TestImage
619,39445.135799999996,Mouse,Id:M;X:776;Y:615,TestImage
620,39468.942300000002,Mouse,Id:M;X:775;Y:636,TestImage
621,39493.244400000003,Mouse,Id:M;X:775;Y:659,TestImage
622,39517.051500000001,Mouse,Id:M;X:774;Y:683,TestImage
623,39541.356200000002,Mouse,Id:M;X:771;Y:701,TestImage
624,39565.164100000002,Mouse,Id:M;X:770;Y:716,TestImage
625,39588.972000000002,Mouse,Id:M;X:769;Y:727,TestImage
626,39612.780299999999,Mouse,Id:M;X:769;Y:732,TestImage
627,39637.0893,Mouse,Id:M;X:768;Y:735,TestImage
628,39893.251799999998,Mouse,Id:M;X:767;Y:736;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
629,39965.171699999999,Mouse,Id:M;X:767;Y:736;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
630,40029.1558,Mouse,Id:M;X:767;Y:738,TestImage
631,40052.962599999999,Mouse,Id:M;X:765;Y:745,TestImage
632,40077.2673,Mouse,Id:M;X:759;Y:760,TestImage
633,40101.109400000001,Mouse,Id:M;X:756;Y:782,TestImage
634,40124.885600000001,Mouse,Id:M;X:753;Y:809,TestImage
635,40149.214,Mouse,Id:M;X:753;Y:842,TestImage
636,40173.025000000001,Mouse,Id:M;X:757;Y:875,TestImage
637,40198.847099999999,Mouse,Id:M;X:756;Y:896,TestImage
638,40221.1394,Mouse,Id:M;X:753;Y:912,TestImage
639,40245.192900000002,Mouse,Id:M;X:752;Y:922,TestImage
640,40269.000200000002,Mouse,Id:M;X:752;Y:928,TestImage
641,40293.305200000003,Mouse,Id:M;X:752;Y:931,TestImage
642,40317.608999999997,Mouse,Id:M;X:752;Y:935,TestImage
643,40340.920899999997,Mouse,Id:M;X:752;Y:940,TestImage
644,40365.225700000003,Mouse,Id:M;X:753;Y:944,TestImage
645,40396.999199999998,Mouse,Id:M;X:753;Y:947,TestImage
646,40437.187599999997,Mouse,Id:M;X:753;Y:949,TestImage
647,40493.235699999997,Mouse,Id:M;X:753;Y:950,TestImage
648,40524.978999999999,Mouse,Id:M;X:753;Y:950,TestImage
649,40661.202899999997,Mouse,Id:M;X:753;Y:950;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
650,40741.183799999999,Mouse,Id:M;X:753;Y:950;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
651,40861.201000000001,Mouse,Id:M;X:753;Y:950,TestImage
652,40885.069300000003,Mouse,Id:M;X:755;Y:946,TestImage
653,40908.877200000003,Mouse,Id:M;X:756;Y:939,TestImage
654,40933.209300000002,Mouse,Id:M;X:757;Y:929,TestImage
655,40956.989000000001,Mouse,Id:M;X:757;Y:916,TestImage
656,40980.797200000001,Mouse,Id:M;X:757;Y:911,TestImage
657,41013.037799999998,Mouse,Id:M;X:757;Y:911;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
658,41028.909200000002,Mouse,Id:M;X:757;Y:911;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
659,41052.984499999999,Mouse,Id:M;X:757;Y:909,TestImage
660,41061.916400000002,Mouse,Id:M;X:757;Y:909;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
661,41068.858,Mouse,Id:M;X:757;Y:908,TestImage
662,41095.181299999997,Mouse,Id:M;X:757;Y:907,TestImage
663,41116.970699999998,Mouse,Id:M;X:757;Y:905,TestImage
664,41141.275099999999,Mouse,Id:M;X:757;Y:903,TestImage
665,41165.0841,Mouse,Id:M;X:757;Y:902,TestImage
666,41188.919099999999,Mouse,Id:M;X:757;Y:899,TestImage
667,41213.222999999998,Mouse,Id:M;X:756;Y:898,TestImage
668,41237.002999999997,Mouse,Id:M;X:755;Y:894,TestImage
669,41269.243399999999,Mouse,Id:M;X:754;Y:889,TestImage
670,41293.051899999999,Mouse,Id:M;X:753;Y:887,TestImage
671,41316.859700000001,Mouse,Id:M;X:753;Y:884,TestImage
672,41341.190999999999,Mouse,Id:M;X:752;Y:881,TestImage
673,41364.972199999997,Mouse,Id:M;X:751;Y:878,TestImage
674,41389.277099999999,Mouse,Id:M;X:749;Y:873,TestImage
675,41485.002999999997,Mouse,Id:M;X:749;Y:873;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
676,41509.0988,Mouse,Id:M;X:749;Y:873;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
677,41541.3315,Mouse,Id:M;X:749;Y:872,TestImage
678,41565.177900000002,Mouse,Id:M;X:747;Y:866,TestImage
679,41588.985099999998,Mouse,Id:M;X:745;Y:862,TestImage
680,41613.290399999998,Mouse,Id:M;X:743;Y:860,TestImage
681,41637.096700000002,Mouse,Id:M;X:742;Y:859,TestImage
682,41664.872300000003,Mouse,Id:M;X:740;Y:857,TestImage
683,41685.209600000002,Mouse,Id:M;X:740;Y:856,TestImage
684,41709.016799999998,Mouse,Id:M;X:739;Y:855,TestImage
685,41837.157599999999,Mouse,Id:M;X:738;Y:853;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
686,41972.842299999997,Mouse,Id:M;X:736;Y:852,TestImage
687,41997.245799999997,Mouse,Id:M;X:727;Y:844,TestImage
688,42021.043799999999,Mouse,Id:M;X:710;Y:820,TestImage
689,42044.824999999997,Mouse,Id:M;X:686;Y:787,TestImage
690,42069.164400000001,Mouse,Id:M;X:667;Y:761,TestImage
691,42092.936900000001,Mouse,Id:M;X:643;Y:740,TestImage
692,42117.259700000002,Mouse,Id:M;X:622;Y:721,TestImage
693,42145.512999999999,Mouse,Id:M;X:598;Y:697,TestImage
694,42172.791899999997,Mouse,Id:M;X:587;Y:674,TestImage
695,42200.072099999998,Mouse,Id:M;X:587;Y:663,TestImage
696,42220.904699999999,Mouse,Id:M;X:591;Y:652,TestImage
697,42245.253299999997,Mouse,Id:M;X:598;Y:642,TestImage
698,42269.082199999997,Mouse,Id:M;X:603;Y:635,TestImage
699,42292.869700000003,Mouse,Id:M;X:608;Y:631,TestImage
700,42317.172500000001,Mouse,Id:M;X:616;Y:629,TestImage
701,42340.982600000003,Mouse,Id:M;X:625;Y:628,TestImage
702,42365.285300000003,Mouse,Id:M;X:633;Y:628,TestImage
703,42389.116900000001,Mouse,Id:M;X:643;Y:631,TestImage
704,42412.901299999998,Mouse,Id:M;X:657;Y:632,TestImage
705,42437.205300000001,Mouse,Id:M;X:675;Y:634,TestImage
706,42461.012699999999,Mouse,Id:M;X:690;Y:635,TestImage
