11.1.1.0
#HEADER
ET_UserInputEvents
ET_UserInputEvents



#METADATA
FieldName,Timestamp,InputEventSource,Data,StimType
DataType,Double,String,String,String
Unit,millisecond,,,Stimulus type
Description,iMotions timestamp,Input source i.e. Mouse or API,Serialized data,Type of stimulus
Category,Timestamp,InputEvent,Data,Slide
#DATA
RowNumber,Timestamp,InputEventSource,Data,StimType
707,42485.317199999998,Mouse,Id:M;X:696;Y:635,TestImage
708,42517.1757,Mouse,Id:M;X:699;Y:635,TestImage
709,42541.384100000003,Mouse,Id:M;X:702;Y:632,TestImage
710,42565.173499999997,Mouse,Id:M;X:705;Y:628,TestImage
711,42588.983399999997,Mouse,Id:M;X:710;Y:625,TestImage
712,42612.791599999997,Mouse,Id:M;X:714;Y:621,TestImage
713,42637.126600000003,Mouse,Id:M;X:716;Y:619,TestImage
714,42677.309200000003,Mouse,Id:M;X:717;Y:618,TestImage
715,42701.147900000004,Mouse,Id:M;X:719;Y:616,TestImage
716,42829.127699999997,Mouse,Id:M;X:719;Y:615;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
717,42941.235699999997,Mouse,Id:M;X:719;Y:615;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
718,42973.365299999998,Mouse,Id:M;X:718;Y:616,TestImage
719,42997.174599999998,Mouse,Id:M;X:716;Y:616,TestImage
720,43020.981899999999,Mouse,Id:M;X:713;Y:620,TestImage
721,43045.285600000003,Mouse,Id:M;X:708;Y:632,TestImage
722,43069.094799999999,Mouse,Id:M;X:707;Y:648,TestImage
723,43092.925999999999,Mouse,Id:M;X:710;Y:682,TestImage
724,43117.209999999999,Mouse,Id:M;X:721;Y:720,TestImage
725,43141.018100000001,Mouse,Id:M;X:734;Y:751,TestImage
726,43165.322699999997,Mouse,Id:M;X:738;Y:766,TestImage
727,43189.145900000003,Mouse,Id:M;X:746;Y:780,TestImage
728,43216.425900000002,Mouse,Id:M;X:751;Y:788,TestImage
729,43237.257799999999,Mouse,Id:M;X:753;Y:794,TestImage
730,43261.066500000001,Mouse,Id:M;X:758;Y:802,TestImage
731,43284.873699999996,Mouse,Id:M;X:760;Y:807,TestImage
732,43309.178099999997,Mouse,Id:M;X:761;Y:810,TestImage
733,43517.2039,Mouse,Id:M;X:761;Y:810;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
734,43597.0314,Mouse,Id:M;X:761;Y:810;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
735,43677.426800000001,Mouse,Id:M;X:761;Y:811,TestImage
736,43701.269999999997,Mouse,Id:M;X:761;Y:813,TestImage
737,43725.109499999999,Mouse,Id:M;X:761;Y:815,TestImage
738,43757.317499999997,Mouse,Id:M;X:763;Y:818,TestImage
739,43789.299299999999,Mouse,Id:M;X:764;Y:819,TestImage
740,43812.879399999998,Mouse,Id:M;X:765;Y:819,TestImage
741,43837.182200000003,Mouse,Id:M;X:766;Y:815,TestImage
742,43860.991000000002,Mouse,Id:M;X:765;Y:805,TestImage
743,43885.324500000002,Mouse,Id:M;X:764;Y:804,TestImage
744,43917.178899999999,Mouse,Id:M;X:764;Y:802,TestImage
745,43933.4378,Mouse,Id:M;X:762;Y:799;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
746,43949.309300000001,Mouse,Id:M;X:762;Y:798,TestImage
747,43981.052799999998,Mouse,Id:M;X:762;Y:798;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
748,44004.878499999999,Mouse,Id:M;X:762;Y:798;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
749,44012.797200000001,Mouse,Id:M;X:761;Y:797,TestImage
750,44021.229500000001,Mouse,Id:M;X:760;Y:795;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
751,44029.1662,Mouse,Id:M;X:760;Y:794,TestImage
752,44037.130499999999,Mouse,Id:M;X:760;Y:793;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
753,44045.038,Mouse,Id:M;X:760;Y:792,TestImage
754,44069.364399999999,Mouse,Id:M;X:759;Y:790,TestImage
755,44101.014900000002,Mouse,Id:M;X:758;Y:789,TestImage
756,44133.2549,Mouse,Id:M;X:758;Y:788,TestImage
757,44236.919199999997,Mouse,Id:M;X:758;Y:788;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
758,44517.32,Mouse,Id:M;X:758;Y:787,TestImage
759,44541.128299999997,Mouse,Id:M;X:756;Y:780,TestImage
760,44564.940499999997,Mouse,Id:M;X:754;Y:767,TestImage
761,44589.254699999998,Mouse,Id:M;X:753;Y:749,TestImage
762,44613.078399999999,Mouse,Id:M;X:753;Y:725,TestImage
763,44636.887499999997,Mouse,Id:M;X:756;Y:698,TestImage
764,44661.190499999997,Mouse,Id:M;X:760;Y:674,TestImage
765,44684.998399999997,Mouse,Id:M;X:762;Y:641,TestImage
766,44709.331100000003,Mouse,Id:M;X:762;Y:604,TestImage
767,44733.1109,Mouse,Id:M;X:760;Y:582,TestImage
768,44756.946799999998,Mouse,Id:M;X:759;Y:571,TestImage
769,44781.222900000001,Mouse,Id:M;X:759;Y:561,TestImage
770,44805.031000000003,Mouse,Id:M;X:758;Y:551,TestImage
771,44828.855300000003,Mouse,Id:M;X:758;Y:543,TestImage
772,44853.318599999999,Mouse,Id:M;X:758;Y:539,TestImage
773,44876.907099999997,Mouse,Id:M;X:759;Y:534,TestImage
774,44901.190499999997,Mouse,Id:M;X:759;Y:531,TestImage
775,44925.034200000002,Mouse,Id:M;X:759;Y:528,TestImage
776,44949.303200000002,Mouse,Id:M;X:760;Y:523,TestImage
777,44973.1109,Mouse,Id:M;X:761;Y:518,TestImage
778,44996.918799999999,Mouse,Id:M;X:762;Y:513,TestImage
779,45021.248099999997,Mouse,Id:M;X:762;Y:509,TestImage
780,45045.050799999997,Mouse,Id:M;X:762;Y:506,TestImage
781,45069.334900000002,Mouse,Id:M;X:762;Y:502,TestImage
782,45093.143900000003,Mouse,Id:M;X:762;Y:499,TestImage
783,45116.951800000003,Mouse,Id:M;X:763;Y:496,TestImage
784,45141.254500000003,Mouse,Id:M;X:763;Y:491,TestImage
785,45165.085200000001,Mouse,Id:M;X:764;Y:487,TestImage
786,45189.3678,Mouse,Id:M;X:765;Y:482,TestImage
787,45213.678200000002,Mouse,Id:M;X:766;Y:476,TestImage
788,45237.098700000002,Mouse,Id:M;X:766;Y:470,TestImage
789,45261.292800000003,Mouse,Id:M;X:766;Y:467,TestImage
790,45285.207600000002,Mouse,Id:M;X:766;Y:465,TestImage
791,45308.957199999997,Mouse,Id:M;X:766;Y:463,TestImage
792,45333.291899999997,Mouse,Id:M;X:766;Y:463,TestImage
793,46677.2762,Mouse,Id:M;X:767;Y:462;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
794,46780.988700000002,Mouse,Id:M;X:767;Y:462;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
795,46885.205699999999,Mouse,Id:M;X:767;Y:462,TestImage
796,46909.129000000001,Mouse,Id:M;X:763;Y:467,TestImage
797,46932.828300000001,Mouse,Id:M;X:760;Y:472,TestImage
798,46957.244700000003,Mouse,Id:M;X:758;Y:474,TestImage
799,46980.897499999999,Mouse,Id:M;X:752;Y:479,TestImage
800,47005.199099999998,Mouse,Id:M;X:744;Y:487,TestImage
801,47029.009100000003,Mouse,Id:M;X:735;Y:496,TestImage
802,47053.3125,Mouse,Id:M;X:723;Y:509,TestImage
803,47077.1558,Mouse,Id:M;X:712;Y:527,TestImage
804,47100.964200000002,Mouse,Id:M;X:705;Y:549,TestImage
805,47125.267200000002,Mouse,Id:M;X:697;Y:572,TestImage
806,47149.030899999998,Mouse,Id:M;X:695;Y:579,TestImage
807,47173.354200000002,Mouse,Id:M;X:693;Y:597,TestImage
808,47197.161800000002,Mouse,Id:M;X:690;Y:620,TestImage
809,47220.969700000001,Mouse,Id:M;X:690;Y:639,TestImage
810,47245.2739,Mouse,Id:M;X:691;Y:654,TestImage
811,47269.110500000003,Mouse,Id:M;X:694;Y:667,TestImage
812,47292.916400000002,Mouse,Id:M;X:697;Y:680,TestImage
813,47317.193700000003,Mouse,Id:M;X:701;Y:691,TestImage
814,47341.036699999997,Mouse,Id:M;X:704;Y:698,TestImage
815,47373.301700000004,Mouse,Id:M;X:706;Y:703,TestImage
816,47517.159200000002,Mouse,Id:M;X:706;Y:703,TestImage
817,47540.949999999997,Mouse,Id:M;X:707;Y:698,TestImage
818,47565.2549,Mouse,Id:M;X:710;Y:688,TestImage
819,47589.092100000002,Mouse,Id:M;X:712;Y:683,TestImage
820,47933.047200000001,Mouse,Id:M;X:712;Y:682,TestImage
821,47956.883600000001,Mouse,Id:M;X:712;Y:679,TestImage
822,47981.158900000002,Mouse,Id:M;X:713;Y:675,TestImage
823,48004.969100000002,Mouse,Id:M;X:713;Y:672,TestImage
824,48228.903299999998,Mouse,Id:M;X:714;Y:673,TestImage
825,48253.207000000002,Mouse,Id:M;X:714;Y:684,TestImage
826,48277.015099999997,Mouse,Id:M;X:714;Y:692,TestImage
827,48300.835299999999,Mouse,Id:M;X:716;Y:696,TestImage
828,48413.163999999997,Mouse,Id:M;X:716;Y:696,TestImage
829,48445.287799999998,Mouse,Id:M;X:716;Y:696,TestImage
830,48469.0959,Mouse,Id:M;X:716;Y:696,TestImage
831,48541.137499999997,Mouse,Id:M;X:716;Y:696;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
832,48637.485999999997,Mouse,Id:M;X:716;Y:696;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
833,48693.038999999997,Mouse,Id:M;X:716;Y:695,TestImage
834,48716.846299999997,Mouse,Id:M;X:716;Y:700,TestImage
835,48741.072500000002,Mouse,Id:M;X:715;Y:715,TestImage
836,48767.333899999998,Mouse,Id:M;X:712;Y:734,TestImage
837,48789.158499999998,Mouse,Id:M;X:708;Y:757,TestImage
838,48813.019,Mouse,Id:M;X:703;Y:783,TestImage
839,48837.209699999999,Mouse,Id:M;X:702;Y:806,TestImage
840,48861.033300000003,Mouse,Id:M;X:704;Y:814,TestImage
841,49045.188300000002,Mouse,Id:M;X:704;Y:814;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
842,49117.606,Mouse,Id:M;X:704;Y:814;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
843,49701.166499999999,Mouse,Id:M;X:704;Y:814,TestImage
844,49757.158499999998,Mouse,Id:M;X:705;Y:812,TestImage
845,49797.333299999998,Mouse,Id:M;X:706;Y:812,TestImage
846,49837.013599999998,Mouse,Id:M;X:707;Y:811,TestImage
847,49893.066400000003,Mouse,Id:M;X:708;Y:809,TestImage
848,49916.874799999998,Mouse,Id:M;X:708;Y:808,TestImage
849,49941.183299999997,Mouse,Id:M;X:709;Y:806,TestImage
850,49965.073799999998,Mouse,Id:M;X:709;Y:806,TestImage
851,49988.905200000001,Mouse,Id:M;X:711;Y:803,TestImage
852,50013.184399999998,Mouse,Id:M;X:712;Y:797,TestImage
853,50036.993300000002,Mouse,Id:M;X:713;Y:793,TestImage
854,50061.296499999997,Mouse,Id:M;X:713;Y:792,TestImage
855,50085.601699999999,Mouse,Id:M;X:713;Y:790,TestImage
856,50108.960500000001,Mouse,Id:M;X:713;Y:788,TestImage
857,50133.2696,Mouse,Id:M;X:713;Y:785,TestImage
858,50157.092299999997,Mouse,Id:M;X:714;Y:775,TestImage
859,50180.900300000001,Mouse,Id:M;X:720;Y:762,TestImage
860,50205.235800000002,Mouse,Id:M;X:726;Y:748,TestImage
861,50229.0268,Mouse,Id:M;X:732;Y:731,TestImage
862,50252.835099999997,Mouse,Id:M;X:735;Y:722,TestImage
863,50277.138400000003,Mouse,Id:M;X:736;Y:718,TestImage
864,50300.947899999999,Mouse,Id:M;X:736;Y:717,TestImage
865,50325.2961,Mouse,Id:M;X:736;Y:715,TestImage
866,50349.104599999999,Mouse,Id:M;X:736;Y:715,TestImage
867,50517.3145,Mouse,Id:M;X:738;Y:715,TestImage
868,50541.1224,Mouse,Id:M;X:755;Y:727,TestImage
869,50564.929900000003,Mouse,Id:M;X:781;Y:740,TestImage
870,50589.233899999999,Mouse,Id:M;X:815;Y:748,TestImage
871,50613.042000000001,Mouse,Id:M;X:846;Y:753,TestImage
872,50636.873899999999,Mouse,Id:M;X:869;Y:754,TestImage
873,50661.154199999997,Mouse,Id:M;X:876;Y:754,TestImage
874,50804.994299999998,Mouse,Id:M;X:878;Y:754,TestImage
875,51037.263599999998,Mouse,Id:M;X:879;Y:754,TestImage
876,51061.099900000001,Mouse,Id:M;X:885;Y:754,TestImage
877,51085.375200000002,Mouse,Id:M;X:896;Y:750,TestImage
878,51109.2137,Mouse,Id:M;X:926;Y:741,TestImage
879,51132.991699999999,Mouse,Id:M;X:967;Y:728,TestImage
880,51156.8001,Mouse,Id:M;X:1049;Y:713,TestImage
881,51181.104099999997,Mouse,Id:M;X:1225;Y:709,TestImage
882,51204.912600000003,Mouse,Id:M;X:1439;Y:707,TestImage
883,51229.215600000003,Mouse,Id:M;X:1546;Y:702,TestImage
884,51253.029499999997,Mouse,Id:M;X:1637;Y:713,TestImage
885,51277.333100000003,Mouse,Id:M;X:1684;Y:714,TestImage
886,51301.1587,Mouse,Id:M;X:1696;Y:714,TestImage
887,51349.269,Mouse,Id:M;X:1697;Y:714,TestImage
888,51373.077700000002,Mouse,Id:M;X:1692;Y:715,TestImage
889,51396.885399999999,Mouse,Id:M;X:1689;Y:715,TestImage
890,51421.212099999997,Mouse,Id:M;X:1689;Y:715,TestImage
891,51469.301099999997,Mouse,Id:M;X:1686;Y:715,TestImage
892,51469.301099999997,Mouse,Id:M;X:1686;Y:715;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
893,51485.214,Mouse,Id:M;X:1686;Y:715,TestImage
894,51501.044600000001,Mouse,Id:M;X:1682;Y:716;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
895,51508.981500000002,Mouse,Id:M;X:1682;Y:716,TestImage
896,51525.351199999997,Mouse,Id:M;X:1681;Y:716;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
897,51533.286500000002,Mouse,Id:M;X:1680;Y:716,TestImage
898,51541.718099999998,Mouse,Id:M;X:1679;Y:716;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
899,51549.156999999999,Mouse,Id:M;X:1678;Y:716,TestImage
900,51549.156999999999,Mouse,Id:M;X:1678;Y:716;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
901,51565.139199999998,Mouse,Id:M;X:1678;Y:716,TestImage
902,51573.461499999998,Mouse,Id:M;X:1676;Y:716;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
903,51580.902399999999,Mouse,Id:M;X:1676;Y:716,TestImage
904,51605.206599999998,Mouse,Id:M;X:1673;Y:714,TestImage
905,51636.948900000003,Mouse,Id:M;X:1669;Y:713,TestImage
906,51661.253900000003,Mouse,Id:M;X:1668;Y:712,TestImage
907,51685.061099999999,Mouse,Id:M;X:1664;Y:711,TestImage
908,51708.869100000004,Mouse,Id:M;X:1655;Y:710,TestImage
909,51733.198299999996,Mouse,Id:M;X:1643;Y:709,TestImage
910,51756.981800000001,Mouse,Id:M;X:1625;Y:709,TestImage
911,51781.285799999998,Mouse,Id:M;X:1602;Y:712,TestImage
912,51805.094100000002,Mouse,Id:M;X:1581;Y:719,TestImage
913,51828.901400000002,Mouse,Id:M;X:1557;Y:724,TestImage
914,51853.205999999998,Mouse,Id:M;X:1523;Y:725,TestImage
915,51877.129000000001,Mouse,Id:M;X:1474;Y:715,TestImage
916,51903.829400000002,Mouse,Id:M;X:1426;Y:698,TestImage
917,51925.125500000002,Mouse,Id:M;X:1397;Y:682,TestImage
918,51948.958700000003,Mouse,Id:M;X:1363;Y:659,TestImage
919,51973.238400000002,Mouse,Id:M;X:1327;Y:635,TestImage
920,51997.045400000003,Mouse,Id:M;X:1293;Y:616,TestImage
921,52021.385000000002,Mouse,Id:M;X:1271;Y:604,TestImage
922,52045.232600000003,Mouse,Id:M;X:1250;Y:592,TestImage
923,52069.216099999998,Mouse,Id:M;X:1229;Y:582,TestImage
924,52093.023200000003,Mouse,Id:M;X:1201;Y:573,TestImage
925,52117.356399999997,Mouse,Id:M;X:1179;Y:568,TestImage
926,52141.136200000001,Mouse,Id:M;X:1168;Y:564,TestImage
927,52164.945099999997,Mouse,Id:M;X:1162;Y:561,TestImage
928,52197.183599999997,Mouse,Id:M;X:1161;Y:559,TestImage
929,52412.967600000004,Mouse,Id:M;X:1161;Y:559;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
930,52485.384899999997,Mouse,Id:M;X:1161;Y:559;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
931,52524.965600000003,Mouse,Id:M;X:1161;Y:558,TestImage
932,52556.907200000001,Mouse,Id:M;X:1163;Y:558,TestImage
933,52581.339099999997,Mouse,Id:M;X:1164;Y:559,TestImage
934,52613.082699999999,Mouse,Id:M;X:1165;Y:559,TestImage
935,52636.891300000003,Mouse,Id:M;X:1168;Y:562,TestImage
936,52661.194600000003,Mouse,Id:M;X:1172;Y:564,TestImage
937,52685.0023,Mouse,Id:M;X:1176;Y:566,TestImage
938,52708.810700000002,Mouse,Id:M;X:1185;Y:568,TestImage
939,52733.114600000001,Mouse,Id:M;X:1196;Y:570,TestImage
940,52756.946799999998,Mouse,Id:M;X:1198;Y:570,TestImage
941,52820.972099999999,Mouse,Id:M;X:1199;Y:570,TestImage
942,52845.251600000003,Mouse,Id:M;X:1201;Y:570,TestImage
943,52869.062599999997,Mouse,Id:M;X:1207;Y:569,TestImage
944,52892.869299999998,Mouse,Id:M;X:1211;Y:567,TestImage
945,52917.173900000002,Mouse,Id:M;X:1213;Y:567,TestImage
946,53261.324699999997,Mouse,Id:M;X:1213;Y:567,TestImage
947,53285.027300000002,Mouse,Id:M;X:1213;Y:569,TestImage
948,53309.328699999998,Mouse,Id:M;X:1214;Y:573,TestImage
949,53333.135300000002,Mouse,Id:M;X:1214;Y:578,TestImage
950,53356.943200000002,Mouse,Id:M;X:1214;Y:584,TestImage
951,53381.253499999999,Mouse,Id:M;X:1214;Y:589,TestImage
952,53405.055800000002,Mouse,Id:M;X:1214;Y:595,TestImage
953,53428.863899999997,Mouse,Id:M;X:1213;Y:599,TestImage
954,53469.067499999997,Mouse,Id:M;X:1212;Y:604,TestImage
955,53493.344299999997,Mouse,Id:M;X:1212;Y:605,TestImage
956,53525.089099999997,Mouse,Id:M;X:1211;Y:609,TestImage
957,53548.894999999997,Mouse,Id:M;X:1210;Y:614,TestImage
958,53573.199399999998,Mouse,Id:M;X:1209;Y:618,TestImage
959,53597.0363,Mouse,Id:M;X:1207;Y:622,TestImage
960,53620.898300000001,Mouse,Id:M;X:1206;Y:622,TestImage
961,53709.159800000001,Mouse,Id:M;X:1206;Y:622,TestImage
962,53740.904799999997,Mouse,Id:M;X:1206;Y:620,TestImage
963,53775.649599999997,Mouse,Id:M;X:1204;Y:614,TestImage
964,53796.951399999998,Mouse,Id:M;X:1203;Y:611,TestImage
965,53829.191599999998,Mouse,Id:M;X:1202;Y:609,TestImage
966,53853.196799999998,Mouse,Id:M;X:1202;Y:608,TestImage
967,53884.940699999999,Mouse,Id:M;X:1202;Y:607,TestImage
968,53933.077899999997,Mouse,Id:M;X:1201;Y:606,TestImage
969,54245.1538,Mouse,Id:M;X:1201;Y:606;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
970,54349.368600000002,Mouse,Id:M;X:1201;Y:606;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
971,54613.1734,Mouse,Id:M;X:1201;Y:604,TestImage
972,54637.052199999998,Mouse,Id:M;X:1206;Y:603,TestImage
973,54660.955000000002,Mouse,Id:M;X:1212;Y:601,TestImage
974,54685.253100000002,Mouse,Id:M;X:1216;Y:601,TestImage
975,54709.061199999996,Mouse,Id:M;X:1221;Y:601,TestImage
976,54732.870199999998,Mouse,Id:M;X:1224;Y:600,TestImage
977,54757.173499999997,Mouse,Id:M;X:1227;Y:599,TestImage
978,54780.982000000004,Mouse,Id:M;X:1234;Y:598,TestImage
979,54805.286200000002,Mouse,Id:M;X:1241;Y:597,TestImage
980,54829.094799999999,Mouse,Id:M;X:1249;Y:597,TestImage
981,54853.098700000002,Mouse,Id:M;X:1255;Y:596,TestImage
982,54885.340799999998,Mouse,Id:M;X:1259;Y:595,TestImage
983,54909.1486,Mouse,Id:M;X:1261;Y:595,TestImage
984,54965.220699999998,Mouse,Id:M;X:1262;Y:595,TestImage
985,55405.058299999997,Mouse,Id:M;X:1262;Y:595,TestImage
986,55428.893499999998,Mouse,Id:M;X:1264;Y:606,TestImage
987,55453.200799999999,Mouse,Id:M;X:1270;Y:625,TestImage
988,55477.001300000004,Mouse,Id:M;X:1281;Y:653,TestImage
989,55501.281499999997,Mouse,Id:M;X:1296;Y:693,TestImage
990,55525.119200000001,Mouse,Id:M;X:1315;Y:734,TestImage
991,55548.984499999999,Mouse,Id:M;X:1326;Y:755,TestImage
992,55572.9761,Mouse,Id:M;X:1331;Y:770,TestImage
993,55605.177799999998,Mouse,Id:M;X:1333;Y:774,TestImage
994,55628.984299999996,Mouse,Id:M;X:1333;Y:776,TestImage
995,55653.2883,Mouse,Id:M;X:1333;Y:779,TestImage
996,55677.096799999999,Mouse,Id:M;X:1333;Y:781,TestImage
997,55700.904799999997,Mouse,Id:M;X:1333;Y:784,TestImage
998,55725.238799999999,Mouse,Id:M;X:1329;Y:786,TestImage
999,55749.060700000002,Mouse,Id:M;X:1322;Y:789,TestImage
1000,55772.871500000001,Mouse,Id:M;X:1316;Y:792,TestImage
1001,55797.176399999997,Mouse,Id:M;X:1306;Y:796,TestImage
1002,55821.012999999999,Mouse,Id:M;X:1299;Y:799,TestImage
1003,55844.7909,Mouse,Id:M;X:1290;Y:799,TestImage
1004,55869.0959,Mouse,Id:M;X:1284;Y:799,TestImage
1005,56052.9764,Mouse,Id:M;X:1281;Y:799;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
1006,56124.926899999999,Mouse,Id:M;X:1281;Y:799;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
1007,56141.324000000001,Mouse,Id:M;X:1280;Y:799,TestImage
1008,56317.308900000004,Mouse,Id:M;X:1279;Y:799,TestImage
1009,56532.902000000002,Mouse,Id:M;X:1279;Y:799,TestImage
1010,56557.205900000001,Mouse,Id:M;X:1279;Y:798,TestImage
1011,56581.014600000002,Mouse,Id:M;X:1278;Y:796,TestImage
1012,56605.317900000002,Mouse,Id:M;X:1278;Y:795,TestImage
1013,56813.141799999998,Mouse,Id:M;X:1278;Y:794,TestImage
1014,56844.886200000001,Mouse,Id:M;X:1279;Y:793,TestImage
1015,57237.309699999998,Mouse,Id:M;X:1279;Y:792,TestImage
1016,57261.119599999998,Mouse,Id:M;X:1274;Y:785,TestImage
1017,57284.9257,Mouse,Id:M;X:1259;Y:774,TestImage
1018,57309.374100000001,Mouse,Id:M;X:1239;Y:757,TestImage
1019,57333.037700000001,Mouse,Id:M;X:1223;Y:738,TestImage
1020,57357.342600000004,Mouse,Id:M;X:1210;Y:719,TestImage
1021,57381.149400000002,Mouse,Id:M;X:1201;Y:704,TestImage
1022,57405.164400000001,Mouse,Id:M;X:1193;Y:690,TestImage
1023,57429.013500000001,Mouse,Id:M;X:1187;Y:677,TestImage
1024,57453.3148,Mouse,Id:M;X:1187;Y:670,TestImage
1025,57477.122499999998,Mouse,Id:M;X:1186;Y:667,TestImage
1026,57517.298000000003,Mouse,Id:M;X:1186;Y:665,TestImage
1027,57541.105900000002,Mouse,Id:M;X:1186;Y:664,TestImage
1028,57564.942600000002,Mouse,Id:M;X:1184;Y:663,TestImage
1029,57589.249199999998,Mouse,Id:M;X:1184;Y:662,TestImage
1030,57636.834600000002,Mouse,Id:M;X:1183;Y:661,TestImage
1031,57669.099499999997,Mouse,Id:M;X:1182;Y:660,TestImage
1032,57709.213300000003,Mouse,Id:M;X:1181;Y:658,TestImage
1033,58005.291100000002,Mouse,Id:M;X:1180;Y:658,TestImage
1034,58157.213000000003,Mouse,Id:M;X:1181;Y:658,TestImage
1035,58181.021500000003,Mouse,Id:M;X:1204;Y:658,TestImage
1036,58204.865700000002,Mouse,Id:M;X:1237;Y:661,TestImage
1037,58229.133600000001,Mouse,Id:M;X:1280;Y:668,TestImage
1038,58252.967400000001,Mouse,Id:M;X:1327;Y:674,TestImage
1039,58277.245199999998,Mouse,Id:M;X:1363;Y:679,TestImage
1040,58301.054499999998,Mouse,Id:M;X:1381;Y:682,TestImage
1041,58325.357100000001,Mouse,Id:M;X:1387;Y:683,TestImage
1042,58349.690300000002,Mouse,Id:M;X:1388;Y:684,TestImage
1043,58549.144500000002,Mouse,Id:M;X:1390;Y:684;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
1044,58597.2817,Mouse,Id:M;X:1390;Y:684;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
1045,58637.006500000003,Mouse,Id:M;X:1390;Y:684;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
1046,58685.098299999998,Mouse,Id:M;X:1390;Y:684;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
1047,58800.256699999998,Mouse,Id:M;X:1390;Y:684;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
1048,59141.235699999997,Mouse,Id:M;X:1389;Y:684,TestImage
1049,59165.0674,Mouse,Id:M;X:1361;Y:681,TestImage
1050,59189.347999999998,Mouse,Id:M;X:1284;Y:671,TestImage
1051,59213.1567,Mouse,Id:M;X:1185;Y:659,TestImage
1052,59237.0196,Mouse,Id:M;X:1110;Y:647,TestImage
1053,59261.302600000003,Mouse,Id:M;X:1042;Y:637,TestImage
1054,59285.107499999998,Mouse,Id:M;X:1010;Y:626,TestImage
1055,59308.912199999999,Mouse,Id:M;X:996;Y:620,TestImage
1056,59333.239999999998,Mouse,Id:M;X:995;Y:618,TestImage
1057,59364.960299999999,Mouse,Id:M;X:994;Y:617,TestImage
1058,59421.178599999999,Mouse,Id:M;X:994;Y:615,TestImage
1059,59444.9565,Mouse,Id:M;X:1002;Y:610,TestImage
1060,59469.260600000001,Mouse,Id:M;X:1018;Y:600,TestImage
1061,59493.067999999999,Mouse,Id:M;X:1039;Y:583,TestImage
1062,59516.883600000001,Mouse,Id:M;X:1068;Y:561,TestImage
1063,59541.191599999998,Mouse,Id:M;X:1095;Y:540,TestImage
1064,59564.999900000003,Mouse,Id:M;X:1118;Y:518,TestImage
1065,59589.342499999999,Mouse,Id:M;X:1126;Y:508,TestImage
1066,59613.111499999999,Mouse,Id:M;X:1130;Y:496,TestImage
1067,59636.920400000003,Mouse,Id:M;X:1129;Y:489,TestImage
1068,59661.224199999997,Mouse,Id:M;X:1126;Y:485,TestImage
1069,59685.143600000003,Mouse,Id:M;X:1125;Y:482,TestImage
1070,59716.928599999999,Mouse,Id:M;X:1124;Y:479,TestImage
1071,59741.320800000001,Mouse,Id:M;X:1124;Y:479,TestImage
1072,59765.129099999998,Mouse,Id:M;X:1123;Y:477,TestImage
